,ID,tweet
198,1333891134918172673,"RT @aproko_doctor: Instagram is a different world. Celebrities can literally get away with anything.

Here on twitter, you can be called ou…"
199,1333891134053969920,Under the Mistletoe room spray!!!! Smells incredible ❤️ @ M. Tootsie's Boutique &amp; Gifts https://t.co/u3DjvLITzP
200,1333891133903167490,wish i understood instagram but nothing abt it... appeals to me
201,1333891133500485635,"RT @NBCOUT: They died of AIDS a generation ago. A heartbreaking online memorial ensures they live on. 

https://t.co/G6ttBCvA0a #WorldAIDSD…"
202,1333891132141555713,Tomorrow (Wednesday) we will be open from 11am to 5pm as will the Hive next door. Hot Numbers Coffee is also open o… https://t.co/vbwWnLtRjv
203,1333891129784340480,"Only the beginning...follow on Instagram @different_apparel_
#diffe®️ent⬆️ #different #differentawareness… https://t.co/YwExgjaB3z"
204,1333891125761937410,"#240Tuesday...thicc rips only...
-
@shadjimenez562 2/3 CAAT
🇺🇸
☠️
♠️
@guns_____up 
@tubes_____up 
@ass______up… https://t.co/iwTsUhJEht"
205,1333891125728391170,"RT @StrayKidsGlobal: [201201 IG UPDATE] 1/3

""💙🤍 🌻
#straykids #stay #felix #sunshine""

🔗: https://t.co/NqYW90zchV

@Stray_Kids #스트레이키즈 #スキズ…"
206,1333891125472530437,RT @TiffanyTimms_: We're getting so close to 400 followers on the Bear's Brownies and More Instagram! Come on over and see all of our delic…
207,1333891124239372293,Some locations are just perfect#dreaming_of _Italy#working#props#propstyling #setdesign #fun#great team❤️ https://t.co/aQGBOpqz4u
208,1333891123950084101,"RT @nytimes: The monolith that mysteriously appeared in the Utah desert has disappeared.

Here's what happened to it. https://t.co/6WREg8pO…"
209,1333891123534843910,"RT @SM_NCT: [INFO] 201202 ‘RESONANCE’ MV Teaser #1 reached 1M views on Twitter less than an hour after its release!

You can also watch the…"
210,1333891122494574592,"RT @luhpalitot: DJ do HIT DA DONA DO CIRCO
INSTAGRAM 
https://t.co/sECdoAanY9 https://t.co/C8JWXVnlCh"
211,1333891122196860928,RT @briquanda: Badmin' is real wow. Check out my baking page while you're here 😁 https://t.co/QRDOHeiLBE https://t.co/9WO2ukZQr9
212,1333891121009848320,"RT @_james_visuals_: A pokemon that flies at the speed of sound and will never allow its prey to escape.

#pokemon #dragon #garchomp #art #…"
213,1333891120955318276,"RT @GameVanIE: Fortnite Season 5

Starts Tomorrow...

#fortnite #season5

#playstation #playstation5 #ps5
#xbox #xboxseriesx #xboxseriess…"
214,1333891120191791106,"New Years Eve @resetmontgomery . No dress code but come wit that NYE drip @djwho334 in the mix.
For section reserva… https://t.co/N0ofMVimu2"
215,1333891120024186880,RT @hypsuga: please take a few seconds to comment something under docskim’ instagram post https://t.co/E5zVmp65Oj
216,1333891116874272773,Just posted a photo https://t.co/RY7IRT0iVe
217,1333891113854377985,"RT @_james_visuals_: A pokemon that flies at the speed of sound and will never allow its prey to escape.

#pokemon #dragon #garchomp #art #…"
218,1333891113200070656,RT @SSPXEN: Vatican Calls Instagram into Account https://t.co/PmdEIj7KYd
219,1333891110914154496,"RT @ThrowbackTisx: December 1st, 2017: Ashley Tisdale (@ashleytisdale) via Instagram Stories with Mikayla Tisdale and Christopher French (@…"
220,1333891110825967616,Just posted a photo https://t.co/EBpCkToCOc
221,1333891110104674304,"Gifting is so fun. Thanks to @nastygal for sending your VIP our gift baskets! 

Hope you had a wonderful birthday… https://t.co/323XT6Klm1"
222,1333891109932527616,"RT @singwoosales: #BTS BE (DELUXE EDITION) ALBUM GIVEAWAY! ✨

• includes weverse pre-order gift postcard (pictured)

RULES:
• must be follo…"
223,1333891108057780224,"'It's beginning to look like Christmas!'

Many thanks to members of the Form 3 bubnle for their tinseltastic decora… https://t.co/30ijSgA1T8"
224,1333891107877507078,Just posted a photo https://t.co/TQjkTc26RX
225,1333891107286028289,"RT @dragonjones: It’s 10am &amp; Day 1 of #12DaysofJones. For a chance to win follow the instructions below:

1. Follow @jessops on Instagram a…"
226,1333891106749071360,"RT @calm_scents: Day 1 of 25 Days of Giveaways 🎄 

Enter to win this 11oz Cinnamon Chai soy candle! 

To enter:
RT and Follow Me 

Extra en…"
227,1333891106656882693,"Dropping 12/5 hmu if you want a pair!!! All money due 12/3!!! 
Men’s 8-14 $250
Gs 4y-7y $190
Ps 11c-3y $115
Td 4c-1… https://t.co/Y2ME5Rdzxi"
228,1333891106476527618,"Enter my Giveaway through Instagram for your chance to win over $100 worth of my aromatherapy products 😊

https://t.co/KBwXN1jidN"
